Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
now man revives and smile the worlds around,iambic,6,43,8,wswswswsws
and the tears tremble in the languid eye,iambic,6,40,8,wswswswsws
where revels frantic folly,iambic,6,26,4,wswswsw
ye swains now hasten to the hazelbank,iambic,6,37,7,wswswswsws
one song employs all nations and all cry,iambic,6,40,8,wswswswsws
have met with proofs beyond denial,iambic,6,34,6,wswswswsw
his grandeur in the heavens the sun and moon,iambic,6,44,9,swswwswswsw
becomes a dicebox and a billiard mast,iambic,6,37,7,wswswswsws
or friendship's band or hymen's sacred chain,iambic,6,44,7,wswswswsws
our time is wealth no frugal hand can store,iambic,6,43,9,wswswswsws
rather than not blast thine he'll blast his own,iambic,6,47,9,swswswswsw
soft sigh'd the flute the tender voice was heard,iambic,6,48,9,wswswswsws
what meant that god which still methinks i view,iambic,6,47,9,wswswswsws
her soul to gain a mistress and a slave,iambic,6,39,9,wswswswsws
alone the wanton mischief he pursues,iambic,6,36,6,wswswswsws
and wanton fish shall leave their native seas,iambic,6,45,8,wswswswsws
in emerald groves and shadowy glades,iambic,6,36,6,wswswswsw
swift as the gale fly o'er the rolling seas,iambic,6,43,9,wswswswsws
rush on the eye and crowd upon the sight,iambic,6,40,9,wswswswsws
nursing her daughter arts majestic stood,iambic,6,40,6,wswswswsws
he had a frank and pleasant look,iambic,6,32,7,wswswsws
printed and praised in every magazine,iambic,6,37,6,wswswsswsws
thou who awak'st fair stella's soothing lay,iambic,6,43,7,wswswswsws
before the silent masters of the world,iambic,6,38,7,wswswswsws
nor these alone were found incloister'd here,iambic,6,44,7,wswswswsws
bid that cold bosom cold no more,iambic,6,32,7,wswswsws
the pris'ner blush'd the muses frown'd,iambic,6,38,6,wswswsws
when ruin threaten'd me of late,iambic,6,31,6,wswswsws
others extended naked on the floor,iambic,6,34,6,sswswswsws
and little eelets soon begin to creep,iambic,6,37,7,wswswswsws
whilst principals ungrac'd like lacquies wait,iambic,6,45,6,wswswswsws
and with a nod that shook the spheres he swore,iambic,6,46,10,wswswswsws
in arts and sciences in wars and peace,iambic,6,38,8,wswswswsws
and satiate of his journey thinks of home,iambic,6,41,8,wswswwswsws
unnumber'd pictures fleeting o'er the brain,iambic,6,43,6,wswswswsws
were kings elective realms would sue,iambic,6,36,6,wswswsws
and own the monarch heav'n vouchsafes to own,iambic,6,44,8,wswswswsws
whether in shepherd's cleanly weed,iambic,6,34,5,sswswsws
and yelp'd and leap'd delighted to attend,iambic,6,41,7,wswswswsws
all hope of marriage lost in her disgrace,iambic,6,41,8,wswswswsws
trees half obscuring columns intervene,iambic,6,38,5,wswswswsws
urg'd by necessity had roam'd the dark,iambic,6,38,7,wswswswsws
grandeur a bubble honours empty all,iambic,6,35,6,wswswswsws
conceal'd you sported in the secret shade,iambic,6,41,7,wswswswsws
of things external acts in different ways,iambic,6,41,7,wswswswswsw
my earliest flame to whom i owe,iambic,6,31,7,wswswswsw
as subject to times love or to times hate,iambic,6,41,9,wswswswsws
beheld the wanton cities of the plain,iambic,6,37,7,wswswswsws
look down much honour'd shade below,iambic,6,35,6,wswswsws
bless me and by repentance make,iambic,6,31,6,wswswsws
o then denounce thy sovereign will,iambic,6,34,6,wswswsws
tir'd with contempt she quits the slipp'ry reign,iambic,6,48,8,wswswswsws
luscious nectar's quintessence,iambic,6,30,3,swswsws
or conquer in their country's cause,iambic,6,35,6,wswswsws
so from our dust fresh faculties may bloom,iambic,6,42,8,wswswswsws
and all the present world shall be no more,iambic,6,42,9,wswswswsws
where vice triumphant rears aloft her head,iambic,6,42,7,wswswswsws
for well i ween thou hear'st my doleful song,iambic,6,44,9,wswswsswsws
speak of the spring and foison of the year,iambic,6,42,9,wswswswsws
in adria weds his greenhair'd bride,iambic,6,35,6,wsswswsws
his station too it seems is hard as thine,iambic,6,41,9,wswswswsws
and now to heaven unnumber'd sighs she sends,iambic,6,44,8,wswsswswsws
if there he flies for help with sudden yawn,iambic,6,43,9,wswswswsws
but find me wrapt in meditations high,iambic,6,37,7,wswswswsws
of yonder doleful passingbell,iambic,6,29,4,wswswsws
of dogs quickmouth'd and shouts that mingle loud,iambic,6,48,8,wswswswsws
upon their shoes the romans wore,iambic,6,32,6,wswswsws
but railing railing friend it ne'er can do,iambic,6,42,8,wswswswsws
fear less love on you need not dye like him,iambic,6,43,10,wswswswsws
mine be the friend less frequent in his pray'rs,iambic,6,47,9,wswswswsws
hard hard command and yet i will obey,iambic,6,37,8,wswswswsws
thy deeds theb conquest of the world inspire,iambic,6,44,8,wswswswsws
dishonest triumphs and ignoble spoils,iambic,6,37,5,wswswswsws
cramm'd to the throat in lazy plenty yawn,iambic,6,41,8,wswswswsws
and trembling under complicated pains,iambic,6,37,5,wswswswsws
to make dejected virtue nobly rise,iambic,6,34,6,wswswswsws
from guile the heart too honest to suspect,iambic,6,42,8,wswswswsws
his life shall blazon or his memory crown,iambic,6,41,8,wswswswswsw
despondence this dull melancholy's scene,iambic,6,40,5,wswswswsws
with her warm bosom rising to the throbs,iambic,6,40,8,wswswswsws
warm at my heart new hopes dilate,iambic,6,33,7,wswswsws
campbell foretold just what he wou'd,iambic,6,36,6,wswswsws
is wise in man as if an angel spoke,iambic,6,35,9,wswswswsws
felt those gusts which since prevail,iambic,6,36,6,swswsws
and mine this stroke shall free,iambic,6,31,6,wswsws
ripe mellow heaps from ev'ry tree are shook,iambic,6,43,8,wswswswsws
with phlegmatick resolves and dry discourse,iambic,6,43,6,wswswswsws
of more exalting suns let asia's woods,iambic,6,38,7,wswswswsws
then hagley mourn your genius fled,iambic,6,34,6,wswswsws
serving with looks his sacred majesty,iambic,6,37,6,wswswswsws
exhorts them still to foul revolt alas,iambic,6,38,7,wswswswsws
that feels for injured love but i disdain,iambic,6,41,8,wswswswsws
where his revenge or favour shall be shown,iambic,6,42,8,wswswswsws
too sure my father's injur'd ghost would rise,iambic,6,45,8,wswswswsws
and tells them as he strokes their silver locks,iambic,6,47,9,wswswswsws
sweats swoonings and convulsive motions,iambic,6,39,5,wswswswsw
of nations conquer'd and of worlds undone,iambic,6,41,7,wswswswsws
or rich bermudas' balmy isle,iambic,6,28,5,wswswsws
richmond his generous soul resign'd,iambic,6,35,5,swswswsws
now by the voice of his experience true,iambic,6,39,8,wswswswswsw
is but a false agreeable design,iambic,6,31,6,wswswswsws
where on hard beds the porous spunges grow,iambic,6,42,8,wswswswsws
so shall my dear my lov'd belinda find,iambic,6,38,8,wswswswsws
but death and hell subdu'd the deity,iambic,6,36,7,wswswswsws
i sit me down a pensive hour to spend,iambic,6,37,9,wswswswswsw
inglorious sunk them in a watry grave,iambic,6,37,7,wswswswwsws
to snatch the liquid treasures from thy arm,iambic,6,43,8,wswswswsws
no lavish flowers were ever strew'd,iambic,6,35,6,wswsswsws
and kindle at the poet's fire,iambic,6,29,6,wswswswsw
a temperate sunshine and an air serene,iambic,6,38,7,wswswswsws
and all with one afrighting blaze is inconfusion lost,iambic,6,53,9,wswwsswswswsws
'till celia answer'd with a smile,iambic,6,33,6,wswswsws
in public rage all private love was sunk,iambic,6,40,8,wswswswsws
and in their train to fill the press,iambic,6,36,8,wswswsws
instruction are thy words and lively truth,iambic,6,42,7,wswswswsws
and with applause thro' ev'ry couple run,iambic,6,40,7,wswswswsws
the rays that radiate from thy cloudless sphere,iambic,6,47,8,wswswswwsws
their ravisht hearts what earning transports move,iambic,6,49,7,wswswswsws
of patriots and of heroes but if doom'd,iambic,6,39,8,wswswwswsws
no less a slave than they each rumour shakes,iambic,6,44,9,wswswswsws
but first our powerful realms obey,iambic,6,34,6,wswsswsws
and their first league again take place,iambic,6,39,7,wswswsws
while parties rage o truth with honest zeal,iambic,6,43,8,wswswswsws
to these reflections each slow wearing day,iambic,6,42,7,wswswswsws
of various cadence and his sportive lambs,iambic,6,41,7,wsswswswsws
she condescends to listen to his pray'r,iambic,6,39,7,wswswswswsw
i bow'd again oh speak if thou art he,iambic,6,37,9,wswswswsws
and set the planets by the ears,iambic,6,31,7,wswswsws
'or grieve for friendship unreturn'd,iambic,6,36,5,wswswsws
yet he alone to ev'ry scene could give,iambic,6,38,8,wswswswsws
and gives sylvanus empire in the main,iambic,6,37,7,wswswswswsw
for man to howl in why not his abode,iambic,6,36,9,wswswswsws
thy pristine glory thy unmatch'd renown,iambic,6,39,6,wswswswsws
at night returning every labour sped,iambic,6,36,6,wswswsswsws
lorenzo pride repress nor hope to find,iambic,6,38,7,wswswswsws
we trust him not too far king though he be,iambic,6,42,10,wswswswsws
tho' now confin'd within this castre,iambic,6,36,6,wswswswsw
this carries friendship to her noontide point,iambic,6,45,7,wswswswsws
they reach'd a grassy plain which from the skirts,iambic,6,49,9,wswswswsws
and glittering hang o'er borrowdale,iambic,6,35,5,wsswswsws
by all the prophets all th' apostles sung,iambic,6,41,8,wswsswswsws
should'st thou coarse boors or gloomy martyrs see,iambic,6,49,8,wswswswsws
and loose example whom he should instruct,iambic,6,41,7,wswswswsws
thy pitying aid o god impart,iambic,6,28,6,wsswswsws
for in their heaps was no resisting atoms found,iambic,6,47,9,wswswswswssw
he knock'd was usher'd to the room of state,iambic,6,43,9,wswswswsws
lorenzo no the thought of death indulge,iambic,6,39,7,wswswswsws
just made fifth chaplain of his patron lord,iambic,6,43,8,wswswswsws
by heaven supplied with future stores of health,iambic,6,47,8,wsswswswsws
circling thro' pendant cliffs and watery dales,iambic,6,46,7,wswswswswsw
for now their godships recollected,iambic,6,34,5,wswswswsw
those authors wit and sense said she,iambic,6,36,7,wswswsws
and from the mystick cloud reveals,iambic,6,34,6,wswswsws
swells in the breeze and with the hasty tread,iambic,6,45,9,wswswswsws
and live or die between 'em,iambic,6,27,6,wswswsw
and lavish'd all my little store,iambic,6,32,6,wswswsws
had left a babe within the parishbound,iambic,6,38,7,wswswswsws
see cringing merit at the gates of pride,iambic,6,40,8,wswswswsws
and meekey'd hope and inward peace,iambic,6,34,6,wswswsws
sometimes a sigh half smother'd stole away,iambic,6,42,7,wswswswsws
to reach coy learning's lofty seat,iambic,6,34,6,wswswsws
his twisted spires or stretch his lengthen'd train,iambic,6,50,8,wswswswsws
and reigns sole mistress in his breast,iambic,6,38,7,wswswsws
she falt'ring said then sunk on earth and died,iambic,6,46,9,wswswswsws
to thee sweet fop these lines i send,iambic,6,36,8,wswswswsws
shouted for joy tell me ye shining hosts,iambic,6,40,8,swswswwsws
the mighty plan oracular in verse,iambic,6,33,6,wswswswsws
fair truth a hallow'd guide inspires my song,iambic,6,44,8,wswswswsws
oppreffion nam'd and stretch'd her filthy claw,iambic,6,46,7,wsswswswsws
o he was lovely fair as purest snow,iambic,6,35,8,wswswswsws
but to be pent within the walls,iambic,6,31,7,wswswsws
such rare exceptions shining in the dark,iambic,6,40,7,wswswswsws
thine the unborrow'd gems of thought,iambic,6,36,6,wswswsws
plum'd conceit himself surveying,iambic,6,32,4,swswswsw
no human sound but their own pensive tones,iambic,6,42,8,wswswswsws
then to the shades of learned ease retir'd,iambic,6,42,8,wswswswswsw
give me to chuse see gotham's ruin'd state,iambic,6,42,8,wswswswsws
like vapours steeming from a sulph'rous cell,iambic,6,44,7,wswswswsws
imprest with agincourt's emblazon'd name,iambic,6,40,5,wswswswsws
or roving join fantastic pleasure's train,iambic,6,41,6,wswswswsws
the neighb'ring kings his great allies engag'd,iambic,6,46,7,wswswswsws
to stipulate for half mankind,iambic,6,29,5,wswswsws
but you perhaps are by the ear,iambic,6,30,7,wswswsws
blest be the man his memory at least,iambic,6,36,8,wswswswsws
brave troops by whom as heaven protecting led,iambic,6,45,8,wswswsswsws
with a hot pasty or a warden pye,iambic,6,32,8,wswswswsws
and sounds angelic echo thro' the glade,iambic,6,39,7,wswswswsws
around their fields the yam i taught to grow,iambic,6,44,9,wswswswsws
so take my judgment in his language dress'd,iambic,6,43,8,wswswswsws
as human nature's broadest foulest blot,iambic,6,39,6,wswswswsws
with happiness and glory fraught,iambic,6,32,5,wswswsws
foulded your tender arms and slept agen,iambic,6,39,7,swswswswsw
what when to raise the meditated scene,iambic,6,38,7,wswswswsws
invoke to their infernal bower,iambic,6,30,5,wswswswsw
while the great bard sublimest truths explor'd,iambic,6,46,7,swswsswsws
the gallant vessel with its hapless crew,iambic,6,40,7,wswswswsws
beholding man allows that tender name,iambic,6,37,6,wswswswsws
at length she falt'ring cried the conflict's o'er,iambic,6,49,8,wswswswsws
and rais'd towards that heav'n which now allow'd,iambic,6,48,8,wswswswsws
beware lorenzo a slowsudden death,iambic,6,33,5,wswswswsws
crowds pant and press to seize the prize,iambic,6,40,8,wswswsws
less huge the dolphin to the sun displays,iambic,6,41,8,wswswswsws
beckons the legions of his storms away,iambic,6,38,7,sswswswsws
with modest talents and a feeling heart,iambic,6,39,7,wswswswsws
ride on the gilded car behind,iambic,6,29,6,wswswsws
attentive to the wise the great of soul,iambic,6,39,8,wswswswsws
by any change of fortune proof alike,iambic,6,36,7,wswswswsws
what tho' nor glittering turret rise,iambic,6,36,6,wswsswsws
slaves fight for what were better cast away,iambic,6,43,8,wswswswsws
and cooks had nature's judgment set aside,iambic,6,41,7,wswswswsws
sip the fresh dews and in the sunshine play,iambic,6,43,9,wswswswsws
and cantium's plains beneath the appennine,iambic,6,42,6,wswswswswsw
dost ask me when when he who died returns,iambic,6,41,9,wswswswsws
had more of strength diviner rage,iambic,6,33,6,wswswsws
the nodding plumes around his temples wave,iambic,6,42,7,wswswswsws
and great design against th' oppressive load,iambic,6,44,7,wswswswswsw
a numerous offspring lovely like themselves,iambic,6,43,6,wswswswsws
and man corrupts the blessings meant by heav'n,iambic,6,46,8,wswswswsws
hence oft' to win some stubborn maid,iambic,6,36,7,wswswsws
his own exploits with boastful glee he told,iambic,6,43,8,wswswswsws
but now they watch their lordies' frowns,iambic,6,40,7,wswswsws
can send remembrance back to fetch,iambic,6,34,6,wswswsws
'twould tire me ev'n to count their number o'er,iambic,6,47,9,swsswswswsws
doth spot the beauty of thy budding name,iambic,6,40,8,wswswswsws
the pious christian thinks not worth his care,iambic,6,45,8,wswswswsws
with brutal hand from his contending arms,iambic,6,41,7,wswswswsws
when phoebus mounts his early car,iambic,6,33,6,wswswsws
a diamond buckle blazed his breast before,iambic,6,41,7,wswswswsws
which stands upon that rising mountain's side,iambic,6,45,7,wswswswsws
and fled such wisdom like trophonius' cave,iambic,6,42,7,wswswswswsw
more lov'd more known and justly more admir'd,iambic,6,45,8,wswswswswsw
the boast and wonder of the plain,iambic,6,33,7,wswswsws
one deepfelt pang would pierce the dullest heart,iambic,6,48,8,wswswswsws
its fount the grand authority of heaven,iambic,6,39,7,wswswswswsw
they ask the price of each unrivall'd steed,iambic,6,43,8,wswswswsws
and higher relish than meridian suns,iambic,6,36,6,wswswswswsw
the mazes and the brambles vex,iambic,6,30,6,wswswsws
but lurks and sneaks at home,iambic,6,28,6,wswsws
anon with slackened rage comes quivering down,iambic,6,45,7,wswswswswsw
indulge thy boundless thirst of doing good,iambic,6,42,7,wswswswsws
with all the monstrous progeny of nile,iambic,6,38,7,wswswswsws
combine and deepening into night shut up,iambic,6,40,7,wswswswswsw
thou should'st like me bewail thy lot,iambic,6,37,7,wswswsws
attend the goddess thro' her airy scene,iambic,6,39,7,wswswswsws
and let your comment be the mantuan muse,iambic,6,40,8,wswswswswsw
what fancy's sketching power can do,iambic,6,35,6,wswswswsw
but let them both his favours share,iambic,6,35,7,wswswsws
