Verse,Meter,Stressed_Verse
pleasantly gleamed in the soft sweet air the basin of minas,dactyl,swswswswswsswsw
who was a mighty man in the village and honored of all men,dactyl,wswswswwsswswsws
filled was evangeline's heart with inexpressible sweetness,dactyl,wswswswswwsswsw
west and south there were fields of flax and orchards and cornfields,dactyl,wswswswswswsws
but all perished alike beneath the scourge of his anger,dactyl,wwsswswswswwsw
wrestled the trees of the forest as jacob of old with the angel,dactyl,swswswswswswswwsw
and with their nostrils distended inhaling the freshness of evening,dactyl,wswswswswsswsswsw
then from his leathern pouch the farmer threw on the table,dactyl,wswswswswswwsw
are there not other youths as fair as gabriel others,dactyl,wswswswswsswsw
from the far off hunting grounds of the cruel camanches,dactyl,wwswswswwswssw
breaking the seal of silence and giving tongues to the forest,dactyl,sswswsswswswwsw
looked up into her face and thought indeed to behold there,dactyl,wswswswswswsws
slowly the priest uplifted the lifeless head and the maiden,dactyl,swswswswswswwsw
footfalls are heard in the aisles or words of the priest at the altar,dactyl,swswswswswswswsw
then would they say 'dear child why dream and wait for him longer,dactyl,wswswswswswwsw
guarding in sylvan shades the name of penn the apostle,dactyl,swswswswswswsw
speaks and in accents disconsolate answers the wail of the forest,dactyl,wswswswswswswswsw
hair as it waved in the wind and the jolly face of the fiddler,dactyl,wswswswswswswwsws
and in a meadow green and broad by the bank of a river,dactyl,wswswswswswswsw
darkening the sun in their flight with naught in their craws but an acorn,dactyl,swswswswswswswwsw
with the delicious balm that they bore in their vases of crystal,dactyl,wswswswswswsswsw
laying his hand upon many a heart had healed it forever,dactyl,swswswswswswswsw
when shall these eyes behold these arms be folded about thee',dactyl,wswswswswswsws
pawing the ground they came and resting their necks on each other,dactyl,wswswswswswswsw
passed she along the path to the edge of the measureless prairie,dactyl,wswswswswswsswsw
hung the heart of the maiden the calm and the magical moonlight,dactyl,wswswswswswsswsw
fully his broad deep chest he blew a blast that resounded,dactyl,swswswswswswsw
then drawing nearer its banks through sylvan glooms that conceal it,dactyl,wswswswswswswsw
plodded the german farmer with flowers and fruits for the market,dactyl,sswswswswswswsw
loud and sudden and near the notes of a whippoorwill sounded,dactyl,swswswswswswsws
mounted upon his horse with spanish saddle and stirrups,dactyl,wswswswswsswsw
whirl of the giddy dance as it swept and swayed to the music,dactyl,wswswswswswswsw
spread to a brackish lake the silver stream of existence,dactyl,wswswswswswsws
over his shoulders his forehead was high and glasses with horn bows,dactyl,sswswswswswswsws
sacred heart of the saviour o inexhaustible fountain,dactyl,swswwswswswswsw
long within had been spread the snow white cloth on the table,dactyl,swswswswswswsw
meanwhile apart at the head of the hall the priest and the herdsman,dactyl,wswswswswswswwsw
onward from fire to fire as from hearth to hearth in his parish,dactyl,wswsswswswswswwsw
into whose clay built walls the necklace of pearls was inwoven',dactyl,wswswswswswswsw
lighted less by the lamp than the shining face of the maiden,dactyl,swswswswswswwsw
so in each pause of the song with measured motion the clock clicked,dactyl,wswswwswswswsws
as from the mountain's top the rainy mists of the morning,dactyl,wswswswswswwsw
bending above and resting its dome on the walls of the forest,dactyl,wswswswswswswwsw
patiently met her doom at the foot of the statue of justice,dactyl,swswswswswwsswsw
it was a band of exiles a raft as it were from the shipwrecked,dactyl,wswswswswswswwsw
forty years of my life have i labored among you and taught you,dactyl,swswswswsswswsws
silenced but not convinced when the story was ended the blacksmith,dactyl,sswswswwswswswsw
unto the milkmaid's hand whilst loud and in regular cadence,dactyl,wswswswswwsswsw
thousands of toiling hands where theirs have ceased from their labors,dactyl,sswsswswwswwsw
in the fisherman's cot the wheel and the loom are still busy,dactyl,wwsswswswswswsw
happy was he who might touch her hand or the hem of her garment,dactyl,swswswswswswswsw
seize them and whirl them aloft and sprinkle them far o'er the ocean,dactyl,swswswswswswswsw
lovely the moonlight was as it glanced and gleamed on the water,dactyl,wswswswswswswsw
far to the north and east it said in the michigan forests,dactyl,wswswswswwsswsw
lowing they waited and long at the well known bars of the farm yard,dactyl,sswswswswswswsws
regent of flocks was he when the shepherd slept their protector,dactyl,swswswswsswswsw
painful the task is i do which to you i know must be grievous,dactyl,swswswswswswswsw
farther down on the slope of the hill was the well with its moss grown,dactyl,swswswswswswswsw
much they marvelled to hear his tales of the soil and the climate,dactyl,wwsswswswwswwsw
which like a network of steel extended in every direction,dactyl,wswswswswswswswsw
mowis the bridegroom of snow who won and wedded a maiden,dactyl,swswswswswsswsw
harvests were gathered in and wild with the winds of september,dactyl,wswswswswswswsw
westward the oregon flows and the walleway and owyhee,dactyl,wswswswswswswsw
saw at his side only one of all his hundred descendants,dactyl,swswswswswswsws
sat in his elbow chair and watched how the flames and the smoke wreaths,dactyl,wswswswswswswsw
and in its right a sword as an emblem that justice presided,dactyl,wswswswswswsswsw
down the long street she passed with her chaplet of beads and her missal,dactyl,wswswswwswswswsw
urged on its course by the sinewy arms of hunters and trappers,dactyl,wswswwswswswswsw
wearing her norman cap and her kirtle of blue and the ear rings,dactyl,sswswswwswswswsw
then the old men as they marched and the women that stood by the wayside,dactyl,wswswswswswswswsw
be of good cheer my child it is only to day he departed,dactyl,wswswswwswswswsw
gabriel left the village and took the road of the prairies,dactyl,sswswswswswswsw
early upon the morrow the march was resumed and the shawnee,dactyl,wswswswswswswwsw
look at this vigorous plant that lifts its head from the meadow,dactyl,wswswswswswswsw
all was silent within and in vain at the door and the windows,dactyl,wwsswswwswwswwsw
rose on the ardor of prayer like elijah ascending to heaven,dactyl,wswswswswsswswsw
farewell' answered the maiden and smiling with basil descended,dactyl,wswswsswsswsswsw
at each end of the house amid the flowers of the garden,dactyl,wwswwswswsswwsw
but on the shores meanwhile the evening fires had been kindled,dactyl,wwswswsswsswwsw
thou hast lain down to rest and to dream of me in thy slumbers,dactyl,wwswwswwswswwsw
but as he lay in the morning light his face for a moment,dactyl,wswswwswswswwsw
all the dull deep pain and constant anguish of patience,dactyl,wwswswswswsww
such was the vision evangeline saw as she slumbered beneath it,dactyl,wswsswswswswswsws
rise in the morning air from the distant plain but at nightfall,dactyl,wswswswwsswswsw
voice that in ages of old had startled the penitent peter,dactyl,wswswswswswsswsw
thus he spake to his guests who listened and smiled as they listened,dactyl,wswswswswswswsw
loud through the gusty streets that all was well in the city,dactyl,wswsswswwswwsw
soon o'er the yellow fields in silent and mournful procession,dactyl,wswswswswswswsw
unto the night as it went its way like a silent carthusian,dactyl,wswswswswswsswsws
filled the barn with hay and the house with food for a twelvemonth,dactyl,wswswswswswwsws
shaking his head as in doubt then heaving a sigh he continued,dactyl,swswswswswswswsw
flagons of home brewed ale ah fair in sooth was the maiden,dactyl,swswswswswswsw
sunshine of saint eulalie' was she called for that was the sunshine,dactyl,swswswswswswswsw
father of twenty children was he and more than a hundred,dactyl,sswswswswswswsw
close at her father's side was the gentle evangeline seated,dactyl,wswswswswswswsws
suffered no waste nor loss though filling the air with aroma,dactyl,sswswswswswswsw
bees with prophetic instinct of want had hoarded their honey,dactyl,wswswswswswswsw
they were approaching the region where reigns perpetual summer,dactyl,wswswswswswsswsw
then she remembered the tale she had heard of the justice of heaven,dactyl,wswswswswswwsswsw
entered the hall of the house where already the supper of basil,dactyl,wswswswswsswsswsw
patiently stood the cows meanwhile and yielded their udders,dactyl,swswswswswswsw
no king george of england shall drive you away from your homesteads,dactyl,swswswswswswwsw
thus ere another noon they emerged from the shades and before them,dactyl,wswsswswswswswsw
sank they and sobs of contrition succeeded the passionate outbreak,dactyl,swswswswswswsswsw
then evangeline lighted the brazen lamp on the table,dactyl,swswswswswswwsw
sounded upon the stairs and the floor of the breezy veranda,dactyl,wswswswswswswsws
stood secluded and still the house of the herdsman a garden,dactyl,swswswswswsswsw
round about him were numberless herds of kine that were grazing,dactyl,swswwswswswswsw
men whose lives glided on like rivers that water the woodlands,dactyl,wswsswwsswswssw
then up rose from his seat by the fireside basil the blacksmith,dactyl,wwswwswwswsswsw
up and away to morrow and through the red dew of the morning,dactyl,wswswswswswswwsw
whirled them aloft through the air at once from a hundred house tops,dactyl,wswswswswswswsw
thousands of weary feet where theirs have completed their journey,dactyl,sswswswswswswsw
fairer was she when on sunday morn while the bell from its turret,dactyl,swswswswswswswsw
lay in the fruitful valley vast meadows stretched to the eastward,dactyl,wswswsswswswwsw
flooding some silver stream till it spreads to a lake in the meadow,dactyl,sswswswswswswwsw
thrust through their folds and withdrawn like the quivering hands of a martyr,dactyl,wswswswswswswswsw
sang with tremulous lips a chant of the catholic missions,dactyl,swswswswswswsw
under the open sky in the odorous air of the orchard,dactyl,wswswswwswswswsw
suddenly paused in the sky and fading slowly descended,dactyl,swswswswswsswsw
shining with snow white plumes large flocks of pelicans waded,dactyl,sswswswswsswsw
solemnly down the street came the parish priest and the children,dactyl,swswswswswswwsw
and from the fields of her soul a fragrance celestial ascended,dactyl,wswswwswswswswsw
only this humble plant can guide us here and hereafter,dactyl,wswswswswwswsw
he was already at rest and she longed to slumber beside him,dactyl,wswswswswswswsws
sought in the western wilds oblivion of self and of sorrow,dactyl,wswswswswswswwsw
met he that meek pale face returning home from its watchings,dactyl,wswswswswswwsw
soft was the voice of the priest and he spake with an accent of kindness,dactyl,wswswswswswswswsw
fervent and deep was the voice of the priest and the people responded,dactyl,swswswswswswswsws
deep in their sands to bury the scattered bones of the mammoth,dactyl,wswswsswswswwsw
